"","carat","cut","color","clarity","depth","table","price","x","y","z"
"4240",0.93,"Very Good","J","VS2",62.8,56,3576,6.14,6.22,3.88
"17565",1.62,"Very Good","J","SI2",61.6,60,7072,7.52,7.64,4.67
"10252",1.06,"Ideal","I","SI1",61.2,56,4749,6.6,6.57,4.03
"49170",0.72,"Very Good","I","SI1",63.3,57,2074,5.73,5.67,3.61
"48499",0.7,"Fair","H","VS2",57,58,1981,5.87,5.89,3.35
"23677",1.76,"Ideal","I","VS1",62,57,11722,7.74,7.71,4.79
"34108",0.39,"Ideal","H","VVS2",62.1,54.3,853,4.63,4.69,2.9
"21435",1.3,"Ideal","G","VS2",62.3,55,9540,7,6.93,4.34
"27025",2.74,"Very Good","J","SI2",61.5,62,17164,8.87,8.9,5.46
"27842",0.31,"Premium","E","SI1",61.2,58,651,4.38,4.34,2.67
"37838",0.33,"Ideal","D","VS2",62.1,55,1002,4.46,4.43,2.76
"34770",0.41,"Premium","E","SI2",62.1,58,876,4.77,4.73,2.95
"49781",0.7,"Very Good","F","SI1",62.3,58,2161,5.62,5.78,3.55
"26913",2.01,"Ideal","G","SI2",61,54,16922,8.01,8.13,4.92
"36926",0.41,"Premium","G","VS1",61.9,58,961,4.78,4.75,2.95
"8358",1.02,"Ideal","H","SI2",60.7,57,4398,6.54,6.51,3.96
"53285",0.3,"Premium","D","SI1",62.4,60,552,4.23,4.26,2.65
"33562",0.41,"Premium","J","VS1",60.8,61,830,4.79,4.72,2.89
"10013",1.01,"Premium","H","SI1",62.2,54,4707,6.48,6.41,4.01
"5764",1.01,"Premium","J","VVS2",62.7,59,3897,6.46,6.39,4.03
"37923",0.23,"Very Good","E","VVS1",61,58,485,3.99,4.01,2.44
"4549",0.85,"Ideal","F","VS2",62.4,57,3641,6.13,6.01,3.79
"27690",1.72,"Premium","G","VVS2",61.8,60,18730,7.65,7.68,4.74
"40589",0.41,"Premium","E","VS1",60.6,59,1153,4.8,4.77,2.9
"15844",1.31,"Ideal","I","VS2",62.4,57,6338,6.93,6.97,4.34
"13424",1.32,"Very Good","J","SI2",61.7,60,5513,6.95,7.01,4.31
"28861",0.3,"Ideal","F","VVS2",62.3,54,684,4.32,4.35,2.7
"15307",1.24,"Premium","G","SI1",58.9,58,6145,7.08,6.98,4.14
"14029",1.16,"Premium","H","SI1",62.8,57,5702,6.73,6.67,4.21
"11252",1.21,"Ideal","J","VS2",59.6,57,4968,6.98,6.94,4.15
"46680",0.99,"Fair","J","I1",73.6,60,1789,6.01,5.8,4.35
"21736",1.26,"Very Good","E","VS2",59.5,57,9802,7.03,7.15,4.22
"16377",0.28,"Very Good","E","VVS2",58.7,60,608,4.31,4.34,2.54
"2030",0.7,"Premium","G","VVS1",61.2,56,3105,5.75,5.68,3.5
"31969",0.26,"Premium","E","VS1",60.1,60,452,4.1,4.15,2.48
"52545",0.74,"Premium","H","VS2",62.1,56,2532,5.83,5.79,3.61
"21543",1.5,"Premium","G","SI1",61.2,58,9645,7.34,7.44,4.52
"18338",1.5,"Fair","E","SI2",65.8,57,7459,7.17,7.11,4.7
"15891",1.01,"Very Good","G","VS1",60.7,63,6353,6.4,6.38,3.88
"2911",0.89,"Good","E","SI2",61.6,60.9,3284,6.13,6.24,3.82
"47712",0.51,"Ideal","D","SI1",60.7,56,1884,5.18,5.2,3.15
"28555",0.3,"Premium","H","VS1",60.1,61,675,4.32,4.3,2.59
"37676",0.7,"Fair","F","I1",65.4,59,992,5.6,5.49,3.63
"7556",1.01,"Very Good","H","SI1",63.4,55,4249,6.32,6.27,3.99
"35837",0.43,"Ideal","I","VVS1",61.1,57,916,4.86,4.9,2.98
"31313",0.32,"Ideal","D","VS2",62.2,55,758,4.37,4.41,2.73
"49727",0.7,"Fair","H","VS1",64.9,56,2152,5.68,5.56,3.65
"46251",0.53,"Premium","D","SI1",61.6,59,1753,5.2,5.16,3.19
"26314",2.34,"Premium","I","SI1",61.7,60,15818,8.59,8.53,5.28
"14605",1.15,"Ideal","D","SI2",61.7,57,5891,6.72,6.76,4.16
"8851",1.01,"Premium","E","SI1",62.4,58,4480,6.42,6.37,3.99
"17762",1.19,"Good","H","VS1",60.8,61,7152,6.86,6.88,4.18
"15466",1,"Good","F","VS2",62.4,60,6192,6.27,6.29,3.92
"27860",0.3,"Ideal","F","VS1",62.3,53.8,652,4.3,4.33,2.69
"46568",0.71,"Good","E","SI2",57.5,58,1783,5.91,5.89,3.39
"14892",1.29,"Premium","G","SI2",62,58,5996,7.03,6.97,4.34
"15752",1.32,"Very Good","I","SI2",61.2,58,6300,7.12,7.06,4.34
"22176",1.51,"Very Good","I","VS1",61.1,61,10215,7.32,7.37,4.49
"30187",0.41,"Ideal","D","SI1",61.3,56,722,4.8,4.82,2.95
"47036",0.55,"Ideal","F","VS2",61.1,56,1819,5.31,5.27,3.23
"34293",0.3,"Ideal","F","VVS1",61.8,54,857,4.34,4.36,2.69
"36755",0.33,"Ideal","D","VVS2",61.1,56,955,4.44,4.46,2.72
"19081",1.04,"Premium","D","VS2",61.1,60,7852,6.51,6.48,3.97
"39608",0.26,"Premium","G","VS1",61.3,60,491,4.12,4.07,2.51
"5098",0.91,"Ideal","E","SI2",62.7,57,3756,6.19,6.26,3.9
"7352",1,"Fair","E","SI1",58.1,63,4213,6.6,6.52,3.81
"38359",0.33,"Ideal","F","VVS1",61.7,57,1021,4.47,4.44,2.75
"29523",0.38,"Ideal","I","VS1",61.9,54.1,703,4.64,4.71,2.89
"4009",0.9,"Very Good","F","SI2",61.6,58,3519,6.15,6.23,3.81
"4288",0.7,"Ideal","E","VVS2",62.4,54,3585,5.66,5.71,3.55
"44935",0.54,"Ideal","H","VS1",61.3,55.9,1633,5.23,5.27,3.21
"23284",1.61,"Premium","G","SI1",62.6,58,11303,7.48,7.45,4.67
"34575",0.31,"Ideal","G","IF",61.5,54,871,4.4,4.41,2.71
"51807",0.71,"Very Good","F","SI1",63,55,2416,5.65,5.71,3.58
"53837",0.85,"Premium","D","SI2",60.5,60,2737,6.11,6.06,3.68
"40525",0.5,"Very Good","F","SI2",62.4,56,1147,5.08,5.12,3.18
"43495",0.54,"Ideal","E","SI1",61.3,56,1422,5.22,5.25,3.21
"29532",0.37,"Ideal","F","VS1",61,55,703,4.66,4.69,2.85
"32812",0.34,"Ideal","E","VS1",61.8,56,805,4.47,4.51,2.78
"35665",0.32,"Ideal","D","VS2",59.8,57,907,4.51,4.46,2.68
"52727",0.71,"Ideal","I","VS1",62.2,54,2557,5.71,5.75,3.56
"15788",1.02,"Ideal","H","VS1",61.4,57,6317,6.47,6.44,3.97
"24852",1.51,"Ideal","E","SI1",62.2,56,13254,7.31,7.36,4.56
"19192",1.65,"Very Good","J","SI1",61.5,58,7943,7.49,7.62,4.65
"13465",1.21,"Premium","G","SI2",60.3,58,5529,6.96,6.9,4.18
"12477",1.33,"Good","J","VS2",57.4,62,5251,7.3,7.23,4.17
"26579",2.02,"Ideal","F","SI2",61.3,57,16290,8.11,8.16,4.99
"52216",0.81,"Very Good","J","SI1",63.1,59,2482,5.88,5.91,3.72
"42243",0.52,"Ideal","D","SI2",61.9,55,1292,5.16,5.18,3.2
"5771",1.13,"Premium","E","SI2",62.5,57,3898,6.68,6.63,4.16
"28911",0.3,"Premium","G","VVS2",62.6,58,684,4.27,4.29,2.68
"29158",0.38,"Ideal","E","SI1",61.8,53.8,693,4.63,4.67,2.88
"21724",1.86,"Good","G","SI2",63.8,55,9791,7.79,7.73,4.95
"35722",0.3,"Ideal","D","VS2",62.3,54,911,4.33,4.3,2.69
"30122",0.32,"Ideal","G","VS2",61.8,57,720,4.42,4.38,2.72
"50202",0.71,"Good","E","SI2",58.7,61,2226,5.73,5.78,3.38
"10456",1,"Ideal","H","SI1",60.3,56,4788,6.54,6.52,3.94
"43596",0.3,"Ideal","G","VS2",61.8,56,507,4.29,4.32,2.66
"39092",0.32,"Ideal","E","VVS1",61.6,56,1061,4.43,4.37,2.71
"2444",0.9,"Fair","E","SI2",57.5,68,3187,6.37,6.33,3.65
"33",0.23,"Very Good","E","VS1",60.7,59,402,3.97,4.01,2.42
"15430",1.2,"Very Good","H","VS1",62,57,6177,6.77,6.81,4.21
"32416",0.41,"Ideal","D","SI1",61.4,56,791,4.77,4.8,2.94
"27393",2.04,"Very Good","H","SI1",62.5,61,17952,8.04,8.08,5.04
"17596",1.4,"Ideal","H","SI2",61.2,56,7084,7.18,7.23,4.41
"36230",0.38,"Ideal","F","VS1",62.4,54,933,4.64,4.68,2.91
"32505",0.31,"Ideal","G","VVS1",60.5,57,798,4.39,4.43,2.67
"7505",1.08,"Very Good","G","SI2",59.8,57,4241,6.66,6.72,4
"30364",0.36,"Premium","I","VS1",60.9,61,729,4.61,4.58,2.8
"33168",0.38,"Ideal","G","VS1",62.3,55,817,4.63,4.68,2.9
"4927",1.13,"Ideal","E","I1",62,55,3729,6.66,6.7,4.14
"7315",1.02,"Premium","H","SI2",60.9,59,4207,6.46,6.51,3.95
"28261",0.24,"Very Good","E","VS1",61.5,57,357,3.99,4.07,2.48
"22056",1.71,"Premium","H","VS2",59.2,61,10084,7.83,7.77,4.62
"31331",0.31,"Ideal","G","VVS1",62.4,54,759,4.31,4.34,2.7
"19475",1.5,"Good","H","SI1",64.9,57,8112,7.08,7.15,4.62
"44637",0.58,"Very Good","E","VS2",60.3,57,1608,5.41,5.44,3.27
"27431",2.51,"Ideal","I","SI2",58.4,62,18037,8.87,8.79,5.15
"7671",1.11,"Ideal","I","SI1",62.4,55,4273,6.6,6.64,4.13
"36292",0.32,"Good","D","SI2",63.9,58,477,4.31,4.33,2.76
"45832",0.61,"Ideal","I","VVS1",62.5,54,1713,5.43,5.49,3.41
"1567",0.72,"Ideal","I","VS1",60.4,56,3005,5.8,5.86,3.52
"15944",1.66,"Ideal","J","SI2",60.8,57,6377,7.68,7.65,4.66
"51301",0.31,"Ideal","G","VS2",62,57,544,4.34,4.37,2.7
"36312",0.32,"Ideal","H","VVS1",62.9,57,936,4.38,4.33,2.74
"1243",0.79,"Ideal","G","SI1",61.6,55,2944,5.96,5.98,3.68
"47799",0.58,"Ideal","F","VS1",62.2,55,1899,5.34,5.37,3.33
"7891",1.21,"Very Good","J","SI1",62.7,57,4312,6.72,6.77,4.23
"21970",1.5,"Premium","H","SI1",59,62,10038,7.39,7.31,4.56
"16183",1.25,"Ideal","E","SI1",61.1,57,6468,6.93,6.89,4.22
"30316",0.36,"Premium","G","VS1",62.2,59,726,4.53,4.57,2.83
"5607",0.96,"Premium","H","SI2",59.2,61,3871,6.42,6.36,3.78
"43724",0.51,"Very Good","G","VS2",62.9,57,1438,5.06,5.12,3.2
"10626",1,"Very Good","H","SI1",62.8,56,4830,6.33,6.37,3.99
"2878",1.25,"Ideal","E","I1",60.9,56,3276,6.95,6.91,4.22
"34733",0.37,"Premium","E","VS1",60.4,58,876,4.61,4.66,2.8
"29457",0.33,"Ideal","G","VVS2",62.6,53,702,4.43,4.45,2.78
"38037",0.3,"Very Good","D","VVS2",63.5,58,1010,4.31,4.23,2.71
"40690",0.58,"Fair","D","SI2",65.1,58,1156,5.25,5.22,3.41
"50554",0.73,"Ideal","F","SI2",62.7,57,2276,5.75,5.79,3.62
"42459",0.5,"Premium","E","SI1",62,59,1316,5.06,5.1,3.15
"46198",0.7,"Fair","I","SI1",65.2,58,1749,5.6,5.56,3.64
"5388",0.3,"Premium","G","SI1",60.1,62,574,4.37,4.35,2.62
"4659",1.12,"Fair","I","SI2",64.6,57,3669,6.5,6.47,4.19
"5232",1.04,"Ideal","H","SI2",60.5,57,3786,6.55,6.51,3.95
"12754",1.22,"Ideal","H","SI2",62.3,55.3,5321,6.8,6.87,4.26
"1495",0.75,"Ideal","G","VS2",60.6,55,2991,5.91,5.93,3.59
"13302",1.05,"Very Good","E","SI1",62.2,56,5494,6.49,6.56,4.06
"40209",0.31,"Ideal","F","IF",62.3,57,1122,4.34,4.3,2.69
"43298",0.59,"Ideal","I","VS1",61.8,55,1401,5.41,5.43,3.35
"29584",0.41,"Good","E","SI1",63.6,56,705,4.7,4.73,3
"50030",0.62,"Ideal","H","VVS1",61.1,56,2197,5.48,5.52,3.36
"11997",1.13,"Very Good","E","SI2",63.4,59,5147,6.53,6.59,4.16
"318",0.73,"Premium","F","VS2",62.7,58,2801,5.76,5.7,3.59
"20230",1.5,"Very Good","J","VS1",61.3,59,8662,7.36,7.41,4.53
"20661",1,"Very Good","F","VVS2",63,59,8950,6.33,6.36,4
"45510",0.56,"Ideal","G","VS1",60.7,57,1682,5.27,5.34,3.22
"49097",0.52,"Ideal","G","VVS1",61.6,55,2063,5.14,5.18,3.18
"13464",1.04,"Ideal","E","SI1",62.4,57,5528,6.48,6.53,4.06
"46370",0.57,"Premium","F","VS2",60.4,60,1760,5.36,5.31,3.22
"48698",0.71,"Very Good","I","SI1",62.9,59,2008,5.66,5.7,3.57
"7620",1.01,"Very Good","D","SI2",61.8,57,4260,6.42,6.47,3.98
"24023",2.1,"Very Good","J","SI2",62,62,12196,8.17,8.23,5.08
"10930",0.8,"Very Good","E","VVS2",62.8,57,4893,5.93,5.95,3.73
"26279",2,"Fair","H","SI1",65.6,58,15762,7.92,7.76,5.15
"19307",1.1,"Very Good","G","VVS1",61.5,57,8020,6.61,6.66,4.08
"42278",0.23,"Very Good","F","VVS1",63.2,58,505,3.89,3.93,2.47
"45816",0.52,"Ideal","E","VS2",61.3,55,1712,5.18,5.2,3.18
"37910",0.41,"Ideal","F","VS1",62,55,1007,4.77,4.81,2.97
"19194",1.33,"Premium","H","VS2",62.6,58,7943,7.07,7.01,4.41
"28694",0.41,"Very Good","F","SI1",62.3,60,679,4.73,4.78,2.96
"1018",0.73,"Ideal","E","VS2",61.4,55,2902,5.82,5.8,3.57
"21668",1.55,"Premium","H","SI1",60.7,58,9763,7.5,7.46,4.54
"27664",2.29,"Premium","I","VS2",60.8,60,18653,8.47,8.5,5.16
"34750",0.41,"Ideal","H","SI1",61.2,57,876,4.78,4.76,2.92
"7851",0.9,"Premium","D","SI1",61.2,60,4304,6.19,6.14,3.77
"5881",1.01,"Good","H","SI2",65.7,60,3926,6.17,6.19,4.06
"29928",0.38,"Good","F","VS2",63.4,62,713,4.52,4.56,2.88
"16958",1.02,"Premium","F","VS2",62.4,59,6773,6.45,6.4,4.01
"1662",0.9,"Very Good","J","VS2",63.1,59,3024,6.09,6.05,3.83
"43454",0.5,"Very Good","E","SI1",63.2,57,1415,5.06,5.03,3.19
"15418",1.49,"Ideal","F","I1",62.6,54,6175,7.31,7.28,4.57
"13779",1.52,"Premium","J","SI1",60.4,59,5618,7.44,7.39,4.48
"46295",0.3,"Good","E","VS2",63.3,55,526,4.26,4.3,2.71
"39808",0.42,"Premium","H","VVS1",60.9,62,1096,4.86,4.8,2.94
"46948",0.52,"Ideal","E","VS2",62.2,56,1815,5.15,5.11,3.19
"30309",0.38,"Ideal","G","VS2",60.4,57,726,4.68,4.71,2.83
"51297",0.73,"Ideal","E","SI1",60.9,56,2361,5.84,5.79,3.54
"29289",0.31,"Ideal","G","SI2",62.2,54,436,4.36,4.39,2.72
"33819",0.4,"Premium","F","VS2",61.6,58,842,4.75,4.8,2.94
"21365",0.3,"Ideal","H","VS2",61.4,56,626,4.33,4.36,2.67
"8342",1.01,"Good","G","SI2",59.3,62,4397,6.51,6.58,3.88
"4485",0.83,"Premium","E","VS2",61.3,59,3625,6.08,6.02,3.71
"18094",1.51,"Good","E","SI2",64.3,58,7314,7.24,7.15,4.62
"43905",0.33,"Ideal","H","SI1",61,55,511,4.45,4.49,2.73
"9998",1,"Premium","E","SI2",61.1,58,4704,6.48,6.44,3.95
"31601",0.2,"Premium","D","VS2",62.3,60,367,3.73,3.68,2.31
"37986",0.39,"Ideal","G","VVS1",61.8,54.4,1008,4.69,4.73,2.92
"15528",1.01,"Good","E","VS2",62.6,58,6221,6.33,6.36,3.97
"43810",0.51,"Ideal","G","VS2",62,56,1443,5.18,5.11,3.19
"10505",1,"Very Good","F","SI1",63.3,61,4798,6.31,6.29,3.99
"42174",0.56,"Premium","F","SI2",60.4,60,1286,5.35,5.32,3.22
"36263",0.44,"Ideal","E","VS2",61.6,54,936,4.9,4.97,3.04
"38996",0.53,"Ideal","H","SI2",61.6,56,1054,5.16,5.19,3.19
"53029",0.82,"Very Good","I","SI1",62.3,58,2602,5.94,6,3.72
"51644",0.31,"Good","E","SI1",63.2,59,544,4.24,4.31,2.7
"39694",0.4,"Very Good","F","VVS2",62.8,57,1088,4.66,4.73,2.95
"12406",1.03,"Ideal","E","SI1",62.2,57,5234,6.42,6.48,4.01
"24110",1.13,"Ideal","D","VVS2",60.1,57,12261,6.83,6.78,4.09
"18",0.3,"Good","J","SI1",63.4,54,351,4.23,4.29,2.7
"50198",0.71,"Very Good","J","VVS2",61.1,58,2226,5.7,5.75,3.5
"22069",1.5,"Premium","D","SI2",59.9,60,10090,7.48,7.41,4.46
"4730",0.42,"Very Good","G","SI2",59.5,61,573,4.85,4.9,2.9
"8961",0.9,"Premium","E","SI1",62.3,56,4502,6.21,6.14,3.85
"46978",0.23,"Very Good","F","VVS2",61.2,58,530,3.96,3.98,2.43
"14276",1.2,"Premium","E","SI2",60.4,58,5779,6.95,6.89,4.18
"39763",0.36,"Premium","D","VS2",60.5,58,1094,4.63,4.6,2.79
"45884",0.55,"Very Good","E","VS2",61.6,60,1719,5.23,5.27,3.23
"52537",0.7,"Ideal","H","VS1",61.6,55,2530,5.73,5.76,3.54
"43608",0.34,"Premium","G","SI1",59.7,59,507,4.5,4.54,2.7
"26619",2.07,"Very Good","I","VS2",60.6,58,16378,8.24,8.29,5.01
"922",0.92,"Very Good","J","SI2",58.7,61,2880,6.34,6.43,3.75
"30668",0.39,"Good","I","VS1",63.1,58,737,4.68,4.61,2.93
"41476",0.5,"Premium","F","SI1",61.7,57,1231,5.09,5.06,3.13
"35370",0.41,"Premium","G","VS1",62.5,59,899,4.73,4.77,2.97
"12195",1.08,"Very Good","E","SI1",63.1,59,5189,6.53,6.49,4.11
"12765",0.9,"Very Good","F","VS1",61.2,56,5324,6.18,6.23,3.8
"27974",0.3,"Ideal","E","VS2",61.5,56,658,4.29,4.33,2.65
"35783",0.32,"Ideal","F","VVS1",61,56,912,4.42,4.43,2.7
"8319",1,"Very Good","E","SI2",63.3,55,4390,6.29,6.25,3.97
"17208",1.24,"Premium","E","SI1",59.7,59,6875,7.07,6.99,4.2
"6238",0.75,"Ideal","D","VS1",62,58,4007,5.77,5.84,3.6
"21297",1.5,"Very Good","E","SI2",63.5,59,9450,7.28,7.25,4.61
"49233",0.7,"Ideal","I","SI1",59.9,59,2083,5.75,5.8,3.46
"1717",0.32,"Premium","I","VVS2",60.7,59,561,4.4,4.43,2.68
"8972",1,"Good","F","SI1",63.6,62,4504,6.24,6.3,3.99
"25285",2.09,"Ideal","I","SI2",61.2,57,13933,8.27,8.19,5.04
"29092",0.36,"Very Good","G","SI1",61.2,63,689,4.59,4.56,2.8
"21195",1.51,"Very Good","I","VS1",63,59,9343,7.28,7.3,4.59
"30633",0.31,"Ideal","D","VS2",62.7,55,734,4.31,4.34,2.71
"39881",0.42,"Ideal","G","VVS2",62.4,55,1103,4.82,4.79,3
"51831",0.7,"Good","H","VS1",59.4,62,2421,5.71,5.74,3.4
"31987",0.3,"Premium","F","VS2",61.5,60,776,4.29,4.26,2.63
"31526",0.34,"Very Good","E","SI1",63.3,56,765,4.44,4.41,2.8
"39520",0.36,"Premium","E","VS2",62,57,1080,4.57,4.52,2.82
"45741",0.55,"Ideal","F","SI1",61.9,55,1700,5.25,5.29,3.26
"12466",1.03,"Ideal","D","SI1",62.3,56,5249,6.51,6.45,4.04
"29554",0.25,"Ideal","E","VVS1",61.5,55,705,4.09,4.12,2.52
"25665",1.98,"Ideal","I","SI1",62.6,55,14581,8.04,8.1,5.05
"32348",0.3,"Very Good","E","VVS2",61.9,59,789,4.27,4.32,2.66
"42881",0.53,"Ideal","F","SI1",62.6,55,1359,5.17,5.22,3.25
"13955",1.09,"Premium","H","VS2",60,56,5677,6.73,6.68,4.02
"13272",1,"Fair","G","VS2",63.7,55,5484,6.28,6.21,3.98
"15357",1.28,"Premium","H","SI2",62,57,6164,7,6.94,4.32
"20410",1.34,"Ideal","H","VS2",61.9,55,8771,7.05,7.08,4.37
"18514",1.2,"Ideal","G","VS2",61.9,56,7548,6.86,6.81,4.23
"37810",0.35,"Ideal","G","IF",61.5,55,1001,4.53,4.57,2.8
"2433",1.11,"Premium","I","I1",61.8,59,3183,6.65,6.58,4.09
"33890",0.3,"Ideal","E","VS2",61.3,57,844,4.33,4.29,2.64
"48524",0.54,"Ideal","G","VVS2",61.8,56,1985,5.23,5.25,3.24
"15704",0.24,"Very Good","F","VVS2",61.8,56,608,4.01,4.04,2.48
"7953",1.01,"Good","H","SI1",60.3,64,4320,6.52,6.49,3.92
"6731",0.25,"Premium","H","VVS1",60.1,62,577,4.11,4.08,2.46
"4154",1.07,"Premium","G","I1",62.3,60,3547,6.55,6.51,4.07
"48704",0.56,"Very Good","G","VVS2",61.6,56,2010,5.29,5.31,3.27
"28543",0.3,"Good","E","SI1",63.7,59,675,4.27,4.21,2.7
"43666",0.5,"Ideal","F","VS2",62.7,57,1436,5.08,5.1,3.19
"23612",1.72,"Very Good","E","SI2",61,57,11638,7.67,7.76,4.71
"14525",1,"Premium","F","VS2",59.9,59,5864,6.46,6.42,3.86
"38293",0.28,"Very Good","D","VS1",61.7,58,487,4.19,4.24,2.6
"21641",1.51,"Very Good","E","SI2",61.8,57,9731,7.34,7.32,4.53
"23648",1.52,"Very Good","H","VS2",59.7,55,11681,7.45,7.42,4.44
"41954",0.23,"Very Good","E","VVS2",61.6,61,505,3.92,3.97,2.43
"44319",0.31,"Premium","I","VS2",59.3,59,521,4.42,4.38,2.61
"22252",2.14,"Premium","J","SI2",58.4,58,10306,8.52,8.5,4.97
"20892",1.04,"Ideal","F","VVS2",62.2,56,9115,6.46,6.53,4.04
"14751",1,"Very Good","F","VS2",62.1,58,5938,6.36,6.45,3.96
"43844",0.5,"Ideal","H","SI1",61.9,56,1446,5.08,5.13,3.16
"15243",1.22,"Premium","E","SI2",61.5,58,6121,6.86,6.84,4.21
"25558",1.5,"Premium","E","VS2",59.5,58,14386,7.53,7.46,4.46
"41888",0.41,"Ideal","G","IF",62.4,54,1259,4.77,4.82,2.99
"53589",0.7,"Ideal","G","SI1",62,56,2699,5.66,5.69,3.52
"11",0.3,"Good","J","SI1",64,55,339,4.25,4.28,2.73
"49111",0.52,"Ideal","G","VVS1",60.7,55,2065,5.19,5.29,3.18
"18187",1.2,"Very Good","G","SI1",61.9,58,7372,6.74,6.79,4.19
"31123",0.3,"Ideal","F","VS1",61.5,55,754,4.35,4.33,2.67
"5616",0.72,"Ideal","E","VVS2",62,56,3874,5.74,5.77,3.57
"42081",0.53,"Ideal","G","SI1",63,54,1273,5.18,5.14,3.25
"27436",1.58,"Ideal","E","VS1",62.6,56,18057,7.44,7.41,4.65
"31030",0.31,"Premium","F","VS2",60.7,61,749,4.4,4.36,2.66
"4137",0.95,"Very Good","I","SI1",61,61,3544,6.29,6.37,3.86
"23485",1.51,"Good","E","SI1",62.8,59,11487,7.16,7.2,4.51
"17629",1.5,"Fair","H","SI2",59.3,58,7098,7.31,7.37,4.35
"28534",0.33,"Ideal","I","IF",61.1,56,675,4.45,4.49,2.73
"24128",1.51,"Very Good","I","IF",62.2,62,12291,7.3,7.33,4.55
"41065",0.4,"Very Good","E","VVS1",62.9,56,1191,4.67,4.71,2.95
"50219",0.7,"Premium","F","SI1",61.9,58,2230,5.69,5.74,3.54
"28578",0.3,"Premium","H","VS1",63,59,675,4.27,4.21,2.67
"45355",0.56,"Ideal","F","VS2",62,56,1664,5.27,5.31,3.28
"8925",1.01,"Good","H","SI1",62.9,57,4496,6.27,6.36,3.97
"39606",0.32,"Ideal","F","SI1",61.3,55,491,4.44,4.47,2.73
"36175",0.43,"Premium","G","SI1",62.6,59,929,4.82,4.8,3.01
"52211",0.7,"Very Good","E","SI1",59.4,63,2481,5.79,5.73,3.42
"18725",1.05,"Premium","G","VS1",61.1,59,7644,6.6,6.55,4.02
"25589",1.26,"Ideal","E","VVS2",61.1,57,14429,7,6.98,4.27
"6815",1.01,"Fair","E","SI2",64.7,55,4118,6.37,6.3,4.1
"40764",0.55,"Ideal","J","VS2",62.6,57,1165,5.21,5.17,3.25
"17124",1.39,"Ideal","J","VS2",60.9,57,6831,7.2,7.25,4.4
"42870",0.43,"Very Good","F","VVS1",61.5,56,1358,4.86,4.9,3
"38625",0.31,"Ideal","H","VS2",62.6,57,489,4.34,4.38,2.73
"968",1.19,"Fair","H","I1",65.1,59,2892,6.62,6.55,4.29
"3506",0.76,"Ideal","D","VS2",61.8,55,3401,5.85,5.89,3.63
"34871",0.3,"Premium","G","VVS2",62.9,55,878,4.28,4.24,2.68
"7443",0.9,"Very Good","F","SI1",63,60,4232,6.09,6.13,3.85
"10371",1.06,"Premium","F","SI1",62.4,58,4774,6.51,6.56,4.07
"26692",0.28,"Very Good","H","VS1",61.9,56,429,4.18,4.2,2.59
"14053",0.31,"Premium","G","VS2",61.2,59,605,4.4,4.36,2.68
"47033",0.55,"Premium","F","VS2",61.7,56,1819,5.29,5.25,3.25
"21465",1.54,"Ideal","H","SI1",61.1,56,9562,7.45,7.42,4.54
"42203",0.4,"Good","F","VVS1",59.2,64,1287,4.8,4.83,2.85
"32783",0.32,"Ideal","D","VVS2",61.2,56,803,4.39,4.43,2.7
"24321",1.5,"Ideal","G","VS1",61,57,12576,7.32,7.4,4.49
"28037",0.3,"Ideal","E","VS2",61.8,56,658,4.29,4.32,2.66
"3083",1.02,"Premium","H","SI2",58.3,59,3313,6.61,6.57,3.84
"44426",0.5,"Premium","D","SI1",63,60,1588,5.06,5.03,3.18
"15026",1.5,"Premium","J","SI2",61,60,6048,7.34,7.3,4.46
"33085",0.3,"Good","E","VVS2",59.8,64,814,4.34,4.29,2.58
"19594",1.06,"Very Good","E","VS1",59.6,60,8219,6.68,6.75,4
"46945",0.52,"Ideal","E","VS2",61.2,56,1815,5.23,5.16,3.18
"16867",1.07,"Premium","G","VS1",62,58,6730,6.59,6.53,4.07
"32258",0.36,"Very Good","E","VS2",62.1,59,789,4.55,4.59,2.84
"50079",0.51,"Ideal","F","VVS2",61.2,56,2203,5.19,5.17,3.17
"50727",0.7,"Ideal","H","SI1",62.6,55,2294,5.65,5.7,3.55
"38041",0.35,"Fair","F","VVS1",54.6,59,1011,4.85,4.79,2.63
"5833",1.1,"Good","F","SI2",63.7,58,3918,6.48,6.45,4.12
"47610",0.64,"Ideal","H","SI1",61.7,55,1880,5.54,5.57,3.43
"1122",0.8,"Very Good","H","VS2",61.2,53,2918,5.98,6.05,3.68
"26446",2.02,"Premium","H","VS2",61.3,60,15987,8.16,8.11,4.99
"31577",0.35,"Ideal","E","VS2",62.1,56,767,4.52,4.53,2.81
"47240",0.51,"Ideal","E","VS1",62,57,1841,5.11,5.15,3.18
"2934",0.91,"Good","J","VS2",61.3,61,3290,6.18,6.25,3.81
"13941",1.22,"Premium","I","SI1",62.1,58,5671,6.89,6.8,4.25
"626",0.83,"Premium","F","SI2",61.4,59,2840,6.08,6.04,3.72
"44965",0.53,"Good","D","SI1",63.8,56,1636,5.16,5.12,3.28
"45826",0.55,"Premium","I","VVS1",61.3,59,1712,5.3,5.27,3.24
"15539",1.09,"Ideal","I","VS1",61.4,56,6225,6.61,6.66,4.07
"44164",0.5,"Ideal","F","VS2",61.1,58,1565,5.1,5.13,3.13
"39767",0.36,"Ideal","E","VS1",62.4,55,1094,4.61,4.59,2.87
